,Abstractive,Lex-Bart,Original
442,"Two years ago here at TED I reported that we had discovered at Saturn, with the Cassini Spacecraft, an anomalously warm and geologically active region at the southern tip of the small Saturnine moon Enceladus, seen here. This region seen here for the first time in the Cassini image taken in 2005. And seen just recently in late 2008, here is that region again, now half in darkness because the southern hemisphere is experiencing the onset of August and eventually winter. And I also reported that we'd made this mind-blowing discovery -- this once-in-a-lifetime discovery of towering jets erupting from those fractures at the south pole, consisting of tiny water ice crystals accompanied by water vapor and simple organic compounds like carbon dioxide and methane. And at that time two years ago I mentioned that we were speculating that these jets might in fact be geysers, and erupting from pockets or chambers of liquid water underneath the surface, but we weren't really sure. However, the implications of those results -- of a possible environment within this moon that could support prebiotic chemistry, and perhaps life itself -- were so exciting that, in the intervening two years, we have focused more on Enceladus. We've flown the Cassini Spacecraft by this moon now several times, flying closer and deeper into these jets, into the denser regions of these jets, so that now we have come away with some very precise compositional measurements. And we have found that the organic compounds coming from this moon are in fact more complex than we previously reported. While they're not amino acids, we're now finding things like propane and benzene, hydrogen cyanide, and formaldehyde. So we are very encouraged by these results. And we are much more confident now than we were two years ago that we might indeed have on this moon, under the south pole, an environment or a zone that is hospitable to living organisms. And that will have to await the arrival, back at Enceladus, of the spacecrafts, hopefully some time in the near future, specifically equipped to address that particular question. But in the meantime I invite you to imagine the day when we might journey to the Saturnine system, and visit the Enceladus interplanetary geyser park, just because we can. Thank you. (Applause)","Two years ago here at TED I reported that we had discovered at Saturn, with the Cassini Spacecraft, an anomalously warm and geologically active region at the southern tip of the small Saturnine moon Enceladus. And seen just recently in late 2008, here is that region again, now half in darkness because the southern hemisphere is experiencing the onset of August and eventually winter. s -- of a possible environment within this moon that could support prebiotic chemistry, and perhaps life itself -- were so exciting that, in the intervening two years, we have focused more on Enceladus. We are much more confident now than we were two years ago that we might indeed have on this moon, under the south pole, an environment that is hospitable to living organisms. specifically equipped to address that particular question. But in the meantime I invite you to imagine the day when we might journey to the Saturnine system, and visit the Enceladus interplanetary geyser park.","Carolyn Porco shares exciting new findings from the Cassini spacecraft's recent sweep of one of Saturn's moons, Enceladus. Samples gathered from the moon's icy geysers hint that an ocean under its surface could harbor life."
443,"And I would like to share with you some of the bits of the conversation that we started with. Yves Behar: And in scenic Switzerland for me. FN: And I also had an interest in dangerous inventions. This is a 100,000-volt Tesla coil that I built in my bedroom, much to the dismay of my mother. YB: To the dismay of my mother, this is dangerous teenage fashion right there. (Laughter) FN: And I brought this all together, this passion with alternative energy and raced a solar car across Australia -- also the U.S. and Japan. YB: So, wind power, solar power -- we had a lot to talk about. We had a lot that got us excited. YB: And we made a baby. (Laughter) FN: Can you bring out our baby? (Applause) This baby is fully electric. Really the exciting thing about a motorcycle is just the beautiful integration of engineering and design. And we've only got three minutes, but we could talk about it for hours. YB: Thank you. And thank you Chris, for having us.","Yves Behar: ""The exciting thing about a motorcycle is just the beautiful integration of engineering and design"" ""I also had an interest in dangerous inventions. This is a 100,000-volt Tesla coil that I built in my bedroom""","Yves Béhar and Forrest North unveil Mission One, a sleek, powerful electric motorcycle. They share slides from distant (yet similar) childhoods that show how collaboration kick-started their friendship -- and shared dreams."
444,"I'm here because I have a very important message: I think we have found the most important factor for success. Psychology professor took kids that were four years old and put them in a room all by themselves. And he would tell the child, a four-year-old kid, ""Johnny, I am going to leave you here with a marshmallow for 15 minutes. To tell a four-year-old kid to wait 15 minutes for something that they like, is equivalent to telling us, ""We'll bring you coffee in two hours."" What's interesting is that one out of three would look at the marshmallow and go like this ... Would look at it. They went to look for these kids who were now 18 and 19. And they found that 100 percent of the children that had not eaten the marshmallow were successful. A great percentage of the kids that ate the marshmallow, they were in trouble. (Spanish) (Laughter) So what happened in Colombia? (Laughter) In other words, she wanted us to think that she had not eaten it, so she would get two. But she ate it. I end with -- the Koreans did this. You know what? This is so good that we want a marshmallow book for children. We did one for children.","I'm here because I have a very important message: I think we have found the most important factor for success. Psychology professor took kids that were four years old and put them in a room all by themselves. They found that 100 percent of the children that had not eaten the marshmallow were successful. We did one for children. You know what? This is so good that we want a marshmallow book for children, too. That's what we're working on.","In this short talk from TED U, Joachim de Posada shares a landmark experiment on delayed gratification -- and how it can predict future success. With priceless video of kids trying their hardest not to eat the marshmallow."
445,"Let's talk about manias. Or manias can be deadly. (Recording of crowd cheering) The world has a new mania. A mania for learning English. Students: I want to change my life! S: I don't want to let myself down! If you're a Chinese student, you start learning English in the third grade, by law. Opportunity for a better life, a job, to be able to pay for school, or put better food on the table. The intensity to learn English is almost unimaginable, unless you witness it. T: I want to speak perfect English! S: I want to speak perfect English! T: I want to speak ... S: I want to speak ... T: ... perfect English! English is the world's second language. Not because America is pushing it, but because the world is pulling it. Like the harnessing of electricity in our cities, or the fall of the Berlin Wall, English represents hope for a better future -- a future where the world has a common language to solve its common problems.","The world has a new mania for learning English. English is the world's second language. Like the harnessing of electricity in our cities, English represents hope for a better future.","Jay Walker explains why two billion people around the world are trying to learn English. He shares photos and spine-tingling audio of Chinese students rehearsing English -- ""the world's second language"" -- by the thousands."
446,"(Applause) And while this is not my first visit to the U.K., I have to say that I am glad that this is my first official visit. And although the circumstances of our lives may seem very distant, with me standing here as the First Lady of the United States of America, and you, just getting through school, I want you to know that we have very much in common. And my brother and I were raised with all that you really need: love, strong values and a belief that with a good education and a whole lot of hard work, that there was nothing that we could not do. And my mother, the most important role model in my life, who lives with us at the White House and helps to care for our two little daughters, Malia and Sasha. She's an active presence in their lives, as well as mine, and is instilling in them the same values that she taught me and my brother: things like compassion, and integrity, and confidence, and perseverance -- all of that wrapped up in an unconditional love that only a grandmother can give. And when we first met, one of the things that I remember is that he took me out on a date. He talked about ""the world as it is"" and ""the world as it should be."" What he said, that all too often, is that we accept the distance between those two ideas. And he urged the people in that meeting, in that community, to devote themselves to closing the gap between those two ideas, to work together to try to make the world as it is and the world as it should be, one and the same. That's why all of this that you're going through -- the ups and the downs, the teachers that you love and the teachers that you don't -- why it's so important. Because communities and countries and ultimately the world are only as strong as the health of their women. And by getting a good education, you too can control your own destiny. That is the reality of the world that we live in. And I hope in pursuing your dreams, you all remain resolute, that you go forward without limits, and that you use your talents -- because there are many; we've seen them; it's there -- that you use them to create the world as it should be. We know you can do it.","The First Lady of the United States of America is in the U.K. for her first official visit to the country. Michelle Obama: ""I want you to know that we have very much in common"" The world is only as strong as the health of its women, Obama says. By getting a good education, you too can control your own destiny, he says. Obama: ""I hope in pursuing your dreams, you all remain resolute"" s there -- that you use them to create the world as it should be. We know you can do it. We're here to help you.","Speaking to an audience of students, US First Lady Michelle Obama reminds each one to take their education seriously -- and never take it for granted. This new, brilliant generation, she tells us, is the one that could close the gap between the world as it is and the world as it should be."
447,"Just think for a moment. All these things, they come back to plants. And they are also under threat because they are sharing a planet with people like us. And plants sometimes find it rather difficult to move because there might be cities and other things in the way. So if all human life depends on plants, doesn't it make sense that perhaps we should try to save them? And the way that you save plants is by storing seeds. So if you're going to build a seed bank, you have to decide what you're going to store in it. And we decided that what we want to store first of all, are the species that are most under threat. They search for them. You do some high-tech things here and there, some low-tech things here and there. And the main thing is that you have to dry them very carefully, at low temperature. And these seeds will be able to germinate, we believe, with many of the species, in thousands of years, and certainly in hundreds of years. That means that we know the right combination of heat and cold and the cycles that you have to get to make the seed germinate. And then we grow these things, and we tell people, back in the countries where these seeds have come from, ""Look, actually we're not just storing this to get the seeds later, but we can give you this information about how to germinate these difficult plants."" So in habitats that have already been damaged, like the tall grass prairie here in the USA, or in mined land in various countries, restoration is already happening because of these species -- and because of this collection.","Plants are under threat because they are sharing a planet with people like us. So if all human life depends on plants, doesn't it make sense that perhaps we should try to save them? The way that you save plants is by storing seeds. The seeds are stored to give people information about how to germinate difficult plants. That information can be used to restore habitats that have already been damaged, like the tall grass prairie.","In this brief talk from TED U 2009, Jonathan Drori encourages us to save biodiversity -- one seed at a time. Reminding us that plants support human life, he shares the vision of the Millennium Seed Bank, which has stored over 3 billion seeds to date from dwindling yet essential plant species."
448,"I was thinking about my place in the universe, and about my first thought about what infinity might mean, when I was a child. And I thought that if time could reach forwards and backwards infinitely, doesn't that mean that every point in time is really infinitely small, and therefore somewhat meaningless. So we don't really have a place in the universe, as far as on a time line. But nothing else does either. Therefore every moment really is the most important moment that's ever happened, including this moment right now. And so therefore this music you're about to hear is maybe the most important music you'll ever hear in your life. (Laughter) (Applause) (Applause) Thank you. (Applause) (Applause) For those of you who I'll be fortunate enough to meet afterwards, you could please refrain from saying, ""Oh my god, you're so much shorter in real life."" (Laughter) Because it's like the stage is an optical illusion, for some reason. (Laughter) Somewhat like the curving of the universe. I don't know what it is. I get asked in interviews a lot, ""My god, you're guitars are so gigantic!"" (Laughter) ""You must get them custom made -- special, humongous guitars."" (Laughter) (Applause) Thank you very much. (Applause)","I was thinking about my place in the universe, and about my first thought about what infinity might mean, when I was a child. And I thought that if time could reach forwards and backwards infinitely, doesn't that mean that every point in time is really infinitely small, and therefore somewhat meaningless. Therefore every moment really is the most important moment that's ever happened, including this moment right now. And so therefore this music you're about to hear is maybe the mostimportant music you'll ever hear in your life. (Applause) Guitars are so gigantic, you must get them custom made -- special, humongous guitars. (Laughter) Thank you very much. (Applause)","Kaki King, the first female on Rolling Stone's ""guitar god"" list, rocks out to a full live set at TED2008, including her breakout single, ""Playing with Pink Noise."" Jaw-dropping virtuosity meets a guitar technique that truly stands out."
449,"College presidents are not the first people who come to mind when the subject is the uses of the creative imagination. What kind of a world can we be making?"" Equally startling, from my point of view, is the fact that no one was drawing any connections between what is happening to the body politic, and what is happening in our leading educational institutions. We are not even on the list when it comes to our responsibility for the health of this democracy. As president of a leading liberal arts college, famous for its innovative history, there were no excuses. Knowing that if we were to regain the integrity of liberal education, it would take radical rethinking of basic assumptions, beginning with our priorities. You are not the first to try to figure this out, just as you are unlikely to be the last. Mediation and improvisation also assume a special place in this new pantheon. As is a capacity to discriminate systematically between what is at the core and what is at the periphery. The most important discovery we made in our focus on public action was to appreciate that the hard choices are not between good and evil, but between competing goods. This is a political education, to be sure. So the challenge for Bennington is to do it. That is where you come in. So what do you do when you feel overwhelmed? And you have other people.","College presidents are not the first people who come to mind when the subject is the uses of the creative imagination. ""We are not even on the list when it comes to our responsibility for the health of this democracy,"" he says. Mediation and improvisation also assume a special place in this new pantheon. y we made in our focus on public action was to appreciate that the hard choices are not between good and evil, but between competing goods. So the challenge for Bennington is to do it. That is where you come in. So what do you do when you feel overwhelmed? And you have other people.","Bennington president Liz Coleman delivers a call-to-arms for radical reform in higher education. Bucking the trend to push students toward increasingly narrow areas of study, she proposes a truly cross-disciplinary education -- one that dynamically combines all areas of study to address the great problems of our day."
450,"When we walked through the savanna a thousand years ago we made linear predictions where that animal would be, and that worked fine. But the pace of exponential growth is really what describes information technologies. Information technology progresses through a series of S-curves where each one is a different paradigm. And Moore's Law was not the first paradigm to bring exponential growth to computing. And that was the end of the shrinking of vacuum tubes, but it was not the end of the exponential growth of computing. I was a little nervous because maybe the data wouldn't be right, but I've done this now for 30 years, and it has stayed on this exponential progression. We've had 18 percent growth in constant dollars in every form of information technology for the last half-century, despite the fact that you can get twice as much of it each year. And this has been a smooth progression since the beginning of the genome project. Because if you double one percent seven more times, which is exactly what happened, you get 100 percent. And we will have plenty of computation as we go through the 21st century to do things like simulate regions of the human brain. But where will we get the software? And all of this has fueled an increase, very smooth and predictable, of productivity. When I was a student it was across campus, now it's in our pockets. And we will begin to actually deeply influence our health and our intelligence, as we get closer and closer to this technology. Then we are going to apply them to the other areas, like energy, ecology, policy law and ethics, entrepreneurship, so that people can bring these new technologies to the world.","Moore's Law was not the first paradigm to bring exponential growth to computing. We've had 18 percent growth in constant dollars in every form of information technology. And this has been a smooth progression since the beginning of the genome project. you get 100 percent. And we will have plenty of computation as we go through the 21st century to do things like simulate regions of the human brain. But where will we get the software? And all of this has fueled an increase, very smooth and predictable, of productivity.","Ray Kurzweil's latest graphs show that technology's breakneck advances will only accelerate -- recession or not. He unveils his new project, Singularity University, to study oncoming tech and guide it to benefit humanity."
451,"And you know how coral are very sensitive to temperature, and are very important for the biodiversity of the sea. One fifth of human kind depend on fish to live. Today we have 20 million refugees in the world. I'm going to show you this. Fifth Man: The first thing I remember ... (Sixth Man: That's how I learned, by my mother,) Fifth Man: ... from my childhood, (Sixth Man: that you should respect humans.) 12th Man: If I was to go back to Iraq and speak to the people, I'd have to bow down and kiss their feet. At the moment, my family is very poor, my life here in Shenzhen is just about showing myself that I can earn more and to let my parents stay and have something to live on. Thank you for having fed me and raised me, and for making my life of today. You don't know me. Now I am going to speak to you about my movie. For the last three years, I was shooting the earth for the movie. It is about the state of the planet. We haven't yet understood that we're going at a much faster pace than the planet can sustain. We have to believe what we know. We have all a part of the solutions.",One fifth of human kind depend on fish to live. Today we have 20 million refugees in the world. We haven't yet understood that we're going at a much faster pace than the planet can sustain. We have to believe what we know. We have all a part of the solutions. We are all in this together. We need to believe in each other.,"In this image-filled talk, Yann Arthus-Bertrand displays his three most recent projects on humanity and our habitat -- stunning aerial photographs in his series ""The Earth From Above,"" personal interviews from around the globe featured in his web project ""6 billion Others,"" and his soon-to-be-released movie, ""Home,"" which documents human impact on the environment through breathtaking video."
452,"Out in the hall with their crocodile tears; Now that you're out of it, now that you're leaving, Now that they've sealed your arse and your ears, What I've been meaning to tell you for years, And years, and years, and years, old friend ... Is that you were the better man, in the end; You were the better man, My friend. (Applause) Now ladies and gentlemen, I'm up on me hobbyhorse. Ladies, don't do it. You think we want you to do it, but we don't want you to do it. Lady, this is all in vain. (Applause) And if you would like to know why I am not a father -- I, who by a miracle have 22 godchildren -- the answer is in this poem, which upsets me every time I read it. So poetry came as a complete shock to me, ladies and gentlemen. I was in a clinic. But it's interesting to me. I love to think what they thought, what it was like. Because although many of the speakers and many of the people who are in the audience, although you guys can not only go to the moon, you know, you're going to totally transform everything. All you guys are so clever, and women, you can do it all! And they never will. I never did anything to anyone that wasn't. What do I say to them?","Al: ""Poetry came as a complete shock to me, ladies and gentlemen. I was in a clinic"" Al: ""I love to think what they thought, what it was like"" ""I'm up on me hobbyhorse. Ladies, don't do it"" l you guys are so clever, and women, you can do it all! And they never will. I never did anything to anyone that wasn't. What do I say to them?","Media big shot Felix Dennis roars his fiery, funny, sometimes racy original poetry, revisiting haunting memories and hard-won battle scars from a madcap -- yet not too repentant -- life. Best enjoyed with a glass of wine."
453,"But I'm moving past Malthus, because I think that we just might be about 150 years from a kind of new enlightenment. This is the U.N.'s population data, you may have seen, for the world. And after that, most likely it's going to begin to decline. One: fewer people on a fixed amount of land make investing in property a bad bet. Number two: a declining population means scarce labor. As wages increase that also lifts the burden on the poor and the working class. But look what happened in Europe after the plague: rising wages, land reform, technological innovation, birth of the middle class; and after that, forward-looking social movements like the Renaissance, and later the Enlightenment. But I think we're in for another change, about two generations after the top of that curve, once the effects of a declining population start to settle in. At that point, we'll start romanticizing the future again, instead of the nasty, brutish past. So why does this matter? Why talk about social-economic movements that may be more than a century away? When land owners start to lose money, and labor demands more pay, there are some powerful interests that are going to fear for the future. If we have a positive view about the future then we may be able to accelerate through that turn, instead of careening off a cliff. And instead, they'll be planning for the future and starting to build the 22nd Century Enlightenment. (Applause)","A declining population means scarce labor. As wages increase that also lifts the burden on the poor and the working class. But look what happened in Europe after the plague: rising wages, land reform. ore than a century away? When land owners start to lose money, and labor demands more pay, there are some powerful interests that are going to fear for the future. If we have a positive view about the future then we may be able to accelerate through that turn, instead of careening off a cliff.","In this short, optimistic talk from TED2009, Pete Alcorn shares a vision of the world of two centuries from now -- when declining populations and growing opportunity prove Malthus was wrong."
454,"This is a world-changing invention. And one of the main causes of all these fires is electricity. What if we could prevent electrical fires before they start? Well, a couple of friends and I figured out how to do this. So what about circuit breakers? This is 130-year-old technology, and this is a problem, because over 80 percent of all home electrical fires start below the safety threshold of circuit breakers. So we considered all of this. And we realized that electrical appliances must be able to communicate directly with the power receptacle itself. And the power outlet needs to be smart enough to do it. We put a 10-cent digital transponder, a data tag, in the appliance plug. Now, every home electrical system becomes an intelligent network. An intelligent receptacle prevents injuries because the power is always off, until an intelligent plug is detected. Now, besides saving lives, perhaps the greatest benefit of intelligent power is in its energy savings. This invention will reduce global energy consumption by allowing remote control and automation of every outlet in every home and business. And I'd like to thank Chris for this opportunity to unveil our technology with you, and soon the world.","Over 80 percent of all home electrical fires start below the safety threshold of circuit breakers. Electrical appliances must be able to communicate directly with the power receptacle itself. This invention will reduce global energy consumption. I'd like to thank Chris for this opportunity to unveil our technology with you, and soon the world. by allowing remote control and automation of every outlet in every home.","John La Grou unveils an ingenious new technology that will smarten up the electrical outlets in our homes, using microprocessors and RFID tags. The invention, Safeplug, promises to prevent deadly accidents like house fires -- and to conserve energy."
455,"So we all look at what we can do. And at that sushi bar we came up with a great idea. So it was a big idea. But our people had to do some 5,000 different mixes to get this right, to hit our targets. We started right there, with absolutely nothing. You're seeing for the first time, a brand new drywall production line, not made using gypsum at all. The exciting thing is, look at the faces of the people. And they are so excited. That's the first board off the line. And we've got Cradle-to-Cradle Gold on this thing. Look around the room: chairs, wood, everything around us has to change or we're not going to lick this problem. So what will you do? You did the best you could with the team that you had."" So my hope is that when you leave TED, you will look at reducing your carbon footprint in however you can do it. And if you don't know how, please find me -- I will help you.","So we all look at what we can do. And at that sushi bar we came up with a great idea. So it was a big idea. But our people had to do some 5,000 different mixes to get this right. We started right there, with absolutely nothing. So what will you do? You did the best you could with the team that you had.""","Kevin Surace suggests we rethink basic construction materials -- such as the familiar wallboard -- to reduce the huge carbon footprint generated by the manufacturing and construction of our buildings. He introduces EcoRock, a clean, recyclable and energy-efficient drywall created by his team at Serious Materials."
456,"We are wired to pursue happiness, not only to enjoy it, but to want more and more of it. It isn't just that. Now the good news here is that if you take surveys from around the world, we see that about three quarters of people will say they are at least pretty happy. We also find that people are more averse to losing than they are happy to gain. We have a system that is really ancient, and really there for physical danger. Absent from this list, and absent from any discussions of happiness, are happiness in another's happiness. We are very sensitive to the negative, but it is in part offset by the fact that we have a positivity. There was once a statement made by a psychologist that said that 80 percent of the pursuit of happiness is really just about the genes, and it's as difficult to become happier as it is to become taller. There is a decent contribution to happiness from the genes -- about 50 percent -- but there is still that 50 percent that is unaccounted for. It turned out that it wasn't, that it really is a system of motivation, a system of wanting. And one of them, of course, is biophilia -- that we have a response to the natural world that's very profound. The other thing is, that a piece of evidence is, is if you look at computerized text analysis of people who commit suicide, what you find there, and it's quite interesting, is use of the first person singular -- ""I,"" ""me,"" ""my,"" not ""we"" and ""us"" -- and the letters are less hopeless than they are really alone. And that's clearly the way for us to create many more niches of status so that people don't have to be lower on the status hierarchy as they are in the animal world. So one of the things is that it really takes over. ""First, say to yourself what you would be.","We are wired to pursue happiness, not only to enjoy it, but to want more and more of it. People are more averse to losing than they are happy to gain. There is a decent contribution to happiness from the genes -- about 50 percent. Biophilia is a response to the natural world that's very profound, says author. Computerized text analysis of people who commit suicide shows use of first person singular. ""I,"" ""me,"" ""my,"" not ""we"" and ""us""","Cognitive researcher Nancy Etcoff looks at happiness -- the ways we try to achieve and increase it, the way it's untethered to our real circumstances, and its surprising effect on our bodies."
457,"And if you look, you can see that it uses the toe peeling, just like the gecko does. If we can show some of the video, you can see it climbing up the wall. See that tail? (Laughter) But of course, this is a passive tail. And watch on the right what the animal is doing with its tail when it slips. And watch it now slip, and see what it does with its tail. And then of course we wondered, okay, they have an active tail, but let's picture them. And they do it with their tail. And we're going to attempt the first air-righting response in a tail, with a robot. There it is. (Laughter) So then we wondered, ""Can they actually maneuver with this?"" Watch the whip of its tail as it does it. So we went, ""Oh my god, we have to go to the field, and see if it actually does this."" You see it there? Now watch up there and you can see the landing.","Watch on the right what the animal is doing with its tail when it slips. And then of course we wondered, okay, they have an active tail, but let's picture them. And they do it with their tail. We're going to attempt the first air-righting response in a tail, with a robot.","Biologist Robert Full studies the amazing gecko, with its supersticky feet and tenacious climbing skill. But high-speed footage reveals that the gecko's tail harbors perhaps the most surprising talents of all."
458,"So we do everything that leads up to success, but then we get there. And I can tell you this happens, because it happened to me. Reaching success, I always tried to improve and do good work. But then I stopped, because I figured I was this hot-shot guy and I shouldn't have to work at ideas, they should just come like magic. Reaching success, I always focused on clients and projects, and ignored the money. But then I got into stuff that I didn't love, like management. I am the world's worst manager, but I figured I should be doing it, because I was, after all, the president of the company. Well, soon a black cloud formed over my head and here I was, outwardly very successful, but inwardly very depressed. And yeah, the black cloud faded a little bit, but so did all the work, because I was just floating along. (Laughter) Because they could see I was no longer serving them, I was only serving myself. Well, it didn't take long for business to drop like a rock. So I went back to doing the projects I loved. I had fun again, I worked harder and, to cut a long story short, did all the things that took me back up to success. But it wasn't a quick trip. And if we want to avoid ""success-to-failure-syndrome,"" we just keep following these eight principles, because that is not only how we achieve success, it's how we sustain it.","Reaching success, I always focused on clients and projects, and ignored the money. But then I got into stuff that I didn't love, like management. Well, soon a black cloud formed over my head and here I was, outwardly very successful, but inwardly very depressed. n again, I worked harder and, to cut a long story short, did all the things that took me back up to success. But it wasn't a quick trip. And if we want to avoid ""success-to-failure-syndrome,"" we just keep following these eight principles.","In his typically candid style, Richard St. John reminds us that success is not a one-way street, but a constant journey. He uses the story of his business' rise and fall to illustrate a valuable lesson -- when we stop trying, we fail."
459,"I mean, what is a biosphere? Back then, yes, I guess we all know now that it is essentially the sphere of life around the Earth, right? And so we decided that what it really is is that it is entirely materially closed -- that is, nothing goes in or out at all, no material -- and energetically open, which is essentially what planet Earth is. We also wanted to know so we can understand more about the Earth that we all live in. So, on the top, we had these beautiful rainforests and an ocean, and underneath we had all this technosphere, we called it, which is where all the pumps and the valves and the water tanks and the air handlers, and all of that. And the doctor was, in fact, checking us to make sure we were, in fact, fine. And it was time for us to put oxygen in. So at the end of the two years when we came out, we were elated, because, in fact, although you might say we had discovered something that was quite ""uhh,"" when your oxygen is going down, stopped working, essentially, in your life support system, that's a very bad failure. And I slowly lost track of where I was in this big biosphere, in this big biosphere that we all live in. In Biosphere 2 I totally understood that I had a huge impact on my biosphere, everyday, and it had an impact on me, very viscerally, very literally. And one of the things we did was try to figure out: how small can you make these biospheres, and what can you do with them? But this is also what I saw. Well, of course you have to draw the boundary around the whole of the Earth. And over time, essentially what have I been doing? And if you lose where you are in your biosphere, or are perhaps having a difficulty connecting with where you are in the biosphere, I would say to you, take a deep breath.","""We decided that what it really is is that it is entirely materially closed,"" he says. ""We also wanted to know so we can understand more about the Earth that we all live in"" In Biosphere 2 I totally understood that I had a huge impact on my biosphere, everyday. And I slowly lost track of where I was in this big biosphere. And over time, essentially what have I been doing?",Jane Poynter tells her story of living two years and 20 minutes in Biosphere 2 -- an experience that provoked her to explore how we might sustain life in the harshest of environments.
460,"I want to talk about the transformed media landscape, and what it means for anybody who has a message that they want to get out to anywhere in the world. Because now that media is increasingly social, innovation can happen anywhere that people can take for granted the idea that we're all in this together. If you want to address a group, you get the same message and you give it to everybody in the group, whether you're doing that with a broadcasting tower or a printing press. That was the media landscape as we had it in the twentieth century. The Internet is the first medium in history that has native support for groups and conversation at the same time. The second big change is that, as all media gets digitized, the Internet also becomes the mode of carriage for all other media, meaning that phone calls migrate to the Internet, magazines migrate to the Internet, movies migrate to the Internet. And the earthquake was reported as it was happening. And so as the quake was happening the news was reported. And the Chinese then, in one of their periods of media openness, decided that they were going to let it go, that they were going to let this citizen reporting fly. And it was produced at such an incredible abundance that there was no way to filter it as it appeared. And so now the Chinese government, who for a dozen years, has quite successfully filtered the web, is now in the position of having to decide whether to allow or shut down entire services, because the transformation to amateur media is so enormous that they can't deal with it any other way. The classic media problem, from the 20th century is, how does an organization have a message that they want to get out to a group of people distributed at the edges of a network. But you can get used to it after a while, as people do. In a world where media is global, social, ubiquitous and cheap, in a world of media where the former audience are now increasingly full participants, in that world, media is less and less often about crafting a single message to be consumed by individuals. And the choice we face, I mean anybody who has a message they want to have heard anywhere in the world, isn't whether or not that is the media environment we want to operate in.","I want to talk about the transformed media landscape, and what it means for anybody who has a message that they want to get out to anywhere in the world. Because now that media is increasingly social, innovation can happen anywhere that people can take for granted the idea that we're all in this together. The Chinese government is now in the position of having to decide whether to allow or shut down entire services. The transformation to amateur media is so enormous that they can't deal with it any other way. In a world where media is global, social, ubiquitous and cheap, in that world, media is less and less often about crafting a single message. med by individuals. The choice we face, I mean anybody who has a message they want to have heard anywhere in the world, isn't whether or not that is the media environment we want to operate in.","While news from Iran streams to the world, Clay Shirky shows how Facebook, Twitter and TXTs help citizens in repressive regimes to report on real news, bypassing censors (however briefly). The end of top-down control of news is changing the nature of politics."
461,"What I didn't know though, was most of those people, standing there with me, were Moonies. (Laughter) And within a week I had come to believe that the second coming of Christ had occurred, that it was Sun Myung Moon, and that I had been specially chosen and prepared by God to be his disciple. I started going out on cases. And we would come in and talk to them, usually for about a week. And so after this happened, I decided it was a good time to turn my back on this work. And that was, ""How did this happen to me?"" And in fact, what did happen to my brain? I understand how someone's brain, how someone's mind can come to the place where it makes sense -- in fact it would be wrong, when your brain is working like that -- not to try to save the world through genocide. And so what is this? For those of you who aren't familiar with memetics, a meme has been defined as an idea that replicates in the human brain and moves from brain to brain like a virus, much like a virus. In 1974, I was young, I was naive, and I was pretty lost in my world. God is going to fix all the problems in the world. And the thing is, though, if you looked at my brain during those years in the Moonies -- neuroscience is expanding exponentially, as Ray Kurzweil said yesterday. And the reason that gives me hope is that the first thing is to admit that we have a problem. It happens in the human brain.","Within a week I had come to believe that the second coming of Christ had occurred, that it was Sun Myung Moon. And so after this happened, I decided it was a good time to turn my back on this work. And in fact, what did happen to my brain? ""I was pretty lost in my world. God is going to fix all the problems in the world. And the thing is, though, if you looked at my brain during those years in the Moonies -- neuroscience is expanding exponentially,"" he says.","Diane Benscoter spent five years as a ""Moonie."" She shares an insider's perspective on the mind of a cult member, and proposes a new way to think about today's most troubling conflicts and extremist movements."
462,"So in order to give you some kind of a perspective of where we are right now with surgical robots, and where we're going to be going in the future, I want to give you a little bit of perspective of how we got to this point, how we even came to believe that surgery was OK, that this was something that was possible to do, that this kind of cutting and reforming was OK. Because we were in the age before anesthesia, the agony of the patient is really as much of the public spectacle as the surgery itself. But there was a pretty big problem with this. Some of the tools for this had been around for a hundred years, but it had only been used as a diagnostic technique until the 1980s, when there was changes in camera technologies and things like that, that allowed this to be done for real operations. So what you see -- this is now the first surgical image -- as we're coming down the tube, this is a new entry into the body. So what you need to do, to take the capability of your hand, and put it on the other side of that small incision, is you need to put a wrist on that instrument. And now, in contrast to the laparoscopy, you can precisely place the needle in your instruments, and you can pass it all the way through and follow it in a trajectory. And you need to put some new incisions in there. But what this lets you do is gives you that all-important traction, and counter-traction, so that you can dissect, so that you can sew, so that you can do all the things that you need to do, all the surgical tasks. This is all they're going to see. As we take these capabilities, and we get to go to the next places, we get to decide what our new surgeries are going to be. This is a cancer surgery. We can inject these dyes into the bloodstream, so that when we do a new vessel and we bypass a blockage on the heart, we can see if we actually made the connection, before we close that patient back up again -- something that we haven't been able to do without radiation before. So this is all very prototypey at this point. So, with the combination of these technologies we can reach it all, and we can see it all.","The first surgical image was taken in the 1980s. This is the first time a robot has been able to enter into the body. The image shows the robot coming down the tube. The robot will be used in surgeries in the future. This is all they're going to see. This is a cancer surgery. We can inject these dyes into the bloodstream, so that when we do a new vessel and we bypass a blockage on the heart, we can see if we actually made the connection, before we close that patient back up again. ination of these technologies we can reach it all, and we can see it all. We can see the world through the eyes of the people we love.","Surgeon and inventor Catherine Mohr tours the history of surgery (and its pre-painkiller, pre-antiseptic past), then demos some of the newest tools for surgery through tiny incisions, performed using nimble robot hands. Fascinating -- but not for the squeamish."
